run_id	step	neg_log_prob
two_moons_without_score_1652198758_f8f81e93	0	7.347654342651367
two_moons_without_score_1652198758_f8f81e93	1	0.4448067247867584
two_moons_without_score_1652198758_f8f81e93	2	-0.5480799674987793
two_moons_without_score_1652198758_f8f81e93	3	-2.1041600704193115
two_moons_without_score_1652198758_f8f81e93	4	-2.686835527420044
two_moons_without_score_1652198758_f8f81e93	5	-2.750941276550293
two_moons_without_score_1652198776_5843f984	0	1.9855866432189941
two_moons_without_score_1652198776_5843f984	1	0.5287253856658936
two_moons_without_score_1652198776_5843f984	2	-0.7462380528450012
two_moons_without_score_1652198776_5843f984	3	-2.226360321044922
two_moons_without_score_1652198776_5843f984	4	-2.735553026199341
two_moons_without_score_1652198776_5843f984	5	-2.7015483379364014
two_moons_without_score_1652198808_1175e444	0	3.8996522426605225
two_moons_without_score_1652198808_1175e444	1	1.1615349054336548
two_moons_without_score_1652198808_1175e444	2	-1.126694917678833
two_moons_without_score_1652198808_1175e444	3	-2.218080520629883
two_moons_without_score_1652198808_1175e444	4	-2.7243921756744385
two_moons_without_score_1652198808_1175e444	5	-2.7593283653259277
two_moons_without_score_1652198827_251b514d	0	-0.2944411635398865
two_moons_without_score_1652198827_251b514d	1	1.8563215732574463
two_moons_without_score_1652198827_251b514d	2	-1.2108421325683594
two_moons_without_score_1652198827_251b514d	3	-2.123673677444458
two_moons_without_score_1652198827_251b514d	4	-2.72849702835083
two_moons_without_score_1652198827_251b514d	5	-2.6964144706726074
two_moons_without_score_1652198843_8021f1e8	0	2.877002000808716
two_moons_without_score_1652198843_8021f1e8	1	2.8300516605377197
two_moons_without_score_1652198843_8021f1e8	2	0.04472993314266205
two_moons_without_score_1652198843_8021f1e8	3	-2.1209349632263184
two_moons_without_score_1652198843_8021f1e8	4	-2.7278542518615723
two_moons_without_score_1652198843_8021f1e8	5	-2.7339398860931396
two_moons_without_score_1652198860_763f625b	0	3.064479112625122
two_moons_without_score_1652198860_763f625b	1	2.048686981201172
two_moons_without_score_1652198860_763f625b	2	-0.3026943504810333
two_moons_without_score_1652198860_763f625b	3	-1.903581976890564
two_moons_without_score_1652198860_763f625b	4	-2.6819403171539307
two_moons_without_score_1652198860_763f625b	5	-2.7031044960021973
two_moons_without_score_1652198876_d5533ade	0	1.2170190811157227
two_moons_without_score_1652198876_d5533ade	1	-0.1171005442738533
two_moons_without_score_1652198876_d5533ade	2	-0.5337896347045898
two_moons_without_score_1652198876_d5533ade	3	-2.011732816696167
two_moons_without_score_1652198876_d5533ade	4	-2.633277654647827
two_moons_without_score_1652198876_d5533ade	5	-2.795147180557251
two_moons_without_score_1652198893_3309a945	0	5.399785995483398
two_moons_without_score_1652198893_3309a945	1	1.6864343881607056
two_moons_without_score_1652198893_3309a945	2	-0.1054467111825943
two_moons_without_score_1652198893_3309a945	3	-2.130814790725708
two_moons_without_score_1652198893_3309a945	4	-2.633368968963623
two_moons_without_score_1652198893_3309a945	5	-2.7435479164123535
two_moons_without_score_1652198913_c2722ed9	0	11.430116653442383
two_moons_without_score_1652198913_c2722ed9	1	1.9115114212036133
two_moons_without_score_1652198913_c2722ed9	2	-1.216454029083252
two_moons_without_score_1652198913_c2722ed9	3	-1.938562035560608
two_moons_without_score_1652198913_c2722ed9	4	-2.7178843021392822
two_moons_without_score_1652198913_c2722ed9	5	-2.581352949142456
two_moons_without_score_1652211756040	0	7.246249198913574
two_moons_without_score_1652211756040	1	-0.2335878163576126
two_moons_without_score_1652211756040	2	-1.7448443174362183
two_moons_without_score_1652211756040	3	-2.4814207553863525
two_moons_without_score_1652211756040	4	-2.6380908489227295
two_moons_without_score_1652211756040	5	-2.782874584197998